first name,email id,quantity,events,attendee status,college name,how did you come to know about this event?,designation,year of graduation,city,cgpa,experience with python (months),family income,expected salary (lac),leadership- skills,family_income_calculated
shivakumar,shivakumar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Data Science and Analyst,2024,Mumbai,9.4,4,0-2 Lakh,10,yes,2
vinay,vinay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Data Science and Analyst,2025,Mahe,9.1,7,0-2 Lakh,21,no,2
prashasti,prashasti@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Amritsar,7.7,5,0-2 Lakh,18,no,2
h md,hmd@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2026,Barmer,7.3,4,0-2 Lakh,7,no ,2
prerit,prerit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Students,2025,Jhalwar,8.5,7,0-2 Lakh,21,no,2
kirtiraj,kirtiraj@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2023,Jodhpur,7.7,4,0-2 Lakh,8,no,2
praveen,praveen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Engineering ,2026,Pali,7.9,3,0-2 Lakh,20,no,2
jaya ,jaya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2023,Ahemdabad,8.3,5,0-2 Lakh,13,no,2
naeem,naeem@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Dwarka,8.0,7,0-2 Lakh,17,no,2
viren,viren@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Web Development,2026,Nadiad,9.3,4,0-2 Lakh,7,yes,2
purvika,purvika@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Navsari,6.9,7,0-2 Lakh,25,no,2
prajal,prajal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2023,Valsad,8.1,5,0-2 Lakh,8,no,2
sanskriti,sanskriti@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Intern,2023,Ambala,9.5,4,0-2 Lakh,19,no,2
srishti,srishti@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2026,Chandigarh,9.6,5,0-2 Lakh,21,no,2
alston ,alston@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Jind,9.6,4,0-2 Lakh,8,yes,2
aaditya,aaditya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Intern,2023,Nizambad,7.3,7,0-2 Lakh,8,no ,2
upmanyu,upmanyu@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Computer Engineer,2026,Agartala,7.5,4,0-2 Lakh,8,yes,2
sheena,sheena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2024,Agra,7.6,7,0-2 Lakh,16,yes,2
siddheshwar ,siddheshwar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2025,Gonda,7.1,3,0-2 Lakh,9,no,2
yugal,yugal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Data Science and Analyst,2023,Budaun,7.9,5,0-2 Lakh,11,no,2
mohd yasin ,mohdyasin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Kanpur,7.3,4,0-2 Lakh,8,yes,2
nitanshu ,nitanshu@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Varanasi,8.4,5,0-2 Lakh,25,yes,2
dattaprasad,dattaprasad@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Engineering ,2025,Alipore,9.2,7,0-2 Lakh,30,no,2
arman,arman@xyz.com,1,Internship Program(IP) Success Conclave,Attending,ap shah institute of technology ,Whatsapp,BE IT,2024,Durgapur,7.9,3,0-2 Lakh,8,yes,2
roshuddin,roshuddin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Siliguri,6.6,4,0-2 Lakh,8,yes,2
sheetal,sheetal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Siuri,8.7,4,0-2 Lakh,8,no ,2
romil,romil@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Siuri,8.0,3,0-2 Lakh,7,yes,2
patil,patil@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Web Development,2025,Satna,9.7,4,0-2 Lakh,6,yes,2
gre,gre@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,MCA,2024,Buldhana,9.1,7,0-2 Lakh,17,no ,2
bodduna,bodduna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Data Science and Analyst,2023,Dhule,9.2,4,0-2 Lakh,18,no ,2
sayan,sayan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2023,Jalgaon,7.3,7,0-2 Lakh,19,yes,2
akansha,akansha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2025,Navi Mumbai,8.3,4,0-2 Lakh,25,no,2
rohitash,rohitash@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2023,Nagpur,9.9,5,0-2 Lakh,9,yes,2
aloysius,aloysius@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2026,Nanded,9.3,5,0-2 Lakh,13,no,2
samin,samin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Amer,7.4,7,0-2 Lakh,20,yes,2
anchal ,anchal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Jaipur,9.7,3,0-2 Lakh,9,yes,2
liny,liny@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2025,Jalor,7.9,7,0-2 Lakh,8,yes,2
pramugdhya singh,pramugdhyasingh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Jodhpur,7.1,5,0-2 Lakh,7,no,2
uttam,uttam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Engineering ,2026,Amreli,7.1,4,0-2 Lakh,5,no,2
ravikumar,ravikumar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2024,Godhra,9.1,4,0-2 Lakh,23,no,2
khushboo,khushboo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Software Engineer,2025,Nadiad,6.5,4,0-2 Lakh,19,yes,2
ashwin ,ashwin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Rajkot,8.9,5,0-2 Lakh,5,no,2
divyani,divyani@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Intern,2025,Ambala,8.6,3,0-2 Lakh,9,no,2
hrithik,hrithik@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,BE,2026,Kunrool,7.9,7,0-2 Lakh,11,no,2
grandhe,grandhe@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Tirupati,9.9,4,0-2 Lakh,15,no,2
syed irfan ,syedirfan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2023,Vijaywada,8.1,3,0-2 Lakh,19,yes,2
van beslay,vanbeslay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Electrical Engineering,2023,Eluru,9.5,3,0-2 Lakh,18,yes,2
tanveesh singh,tanveeshsingh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Aerospace engineer ,2024,Nagaon,9.6,5,0-2 Lakh,23,no ,2
anirudh,anirudh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2024,Sivasagar,6.2,3,0-2 Lakh,9,yes,2
shalaka,shalaka@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2023,Burani,9.1,5,0-2 Lakh,7,no,2
anupama,anupama@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2026,Dehri,7.2,4,0-2 Lakh,13,no,2
anshika,anshika@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2024,Jamalpur,6.6,3,0-2 Lakh,9,no,2
smita,smita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Data Science and Analyst,2023,Munger,8.3,5,0-2 Lakh,17,yes,2
sabahat,sabahat@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Intern,2024,Muzaffarpur,8.9,7,0-2 Lakh,13,no ,2
aishwary,aishwary@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2025,Sasaram,9.5,4,0-2 Lakh,11,no ,2
kanan,kanan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2023,Chandigarh,8.5,5,0-2 Lakh,10,yes,2
sana,sana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Ambikapur,8.8,5,0-2 Lakh,10,no,2
sowmya sree,sowmyasree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Durg,7.5,4,0-2 Lakh,15,no,2
pranshu,pranshu@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2026,Raipur,8.3,7,0-2 Lakh,12,yes,2
abhinav,abhinav@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Intern,2026,Amreli,9.2,7,0-2 Lakh,16,no ,2
bhagyshree,bhagyshree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Dwarka,7.6,4,0-2 Lakh,21,yes,2
anas,anas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Asst. Professor,2023,Kheda,9.2,4,0-2 Lakh,9,no,2
shailly ,shailly@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2026,Okha,6.5,3,0-2 Lakh,11,no,2
tapan,tapan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Rajkot,7.5,5,0-2 Lakh,21,no,2
jayendra,jayendra@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2023,Surat,6.9,5,0-2 Lakh,8,no,2
swarangi,swarangi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Chandigarh,7.3,5,0-2 Lakh,7,no ,2
mushkan,mushkan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Intern,2023,Gurugram,8.7,3,0-2 Lakh,21,yes,2
susmitha,susmitha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2026,Karnal,8.5,5,0-2 Lakh,19,no,2
tusharkumar sagar ,tusharkumarsagar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Artificial intelligence,2025,Rewari,6.6,5,0-2 Lakh,17,no,2
neelam,neelam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2023,Shimla,8.5,5,0-2 Lakh,9,yes,2
karthik,karthik@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Una,8.7,3,0-2 Lakh,17,yes,2
pradnesh,pradnesh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Baramula,9.4,7,0-2 Lakh,17,no,2
brinda ,brinda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Gulmarg,8.5,7,0-2 Lakh,19,yes,2
dhruvilsinh,dhruvilsinh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Artificial intelligence,2025,Ballari,7.3,7,0-2 Lakh,13,yes,2
tejasri,tejasri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2026,Bidar,6.6,4,0-2 Lakh,22,yes,2
kshitiz,kshitiz@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Hasan,8.5,4,0-2 Lakh,6,yes,2
lynelle,lynelle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2024,Kolar,7.7,4,0-2 Lakh,9,no,2
dikshant,dikshant@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2023,Mysuru,8.1,7,0-2 Lakh,20,no,2
sheshadri,sheshadri@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Thrissur,8.3,4,0-2 Lakh,19,no,2
vruddhi,vruddhi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2025,Bhopal,7.7,3,0-2 Lakh,13,no,2
deepali,deepali@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2024,Ujjain,8.9,3,0-2 Lakh,21,yes,2
kanchi,kanchi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Data Science and Analyst,2023,Aurangabad,8.1,4,0-2 Lakh,8,no,2
prakshal,prakshal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Intern,2025,Bhandara,9.5,7,0-2 Lakh,17,yes,2
jignesh,jignesh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,SPC,2025,Bhsawal,9.6,5,0-2 Lakh,21,no,2
boya,boya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Bid,7.5,4,0-2 Lakh,5,no,2
lakshit,lakshit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2026,Dhule,9.3,4,0-2 Lakh,21,no,2
heet,heet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,PGDM Marketing student,2025,Thane,7.3,3,0-2 Lakh,20,yes,2
prashu,prashu@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2023,Mumbai,7.6,7,0-2 Lakh,13,no ,2
priyal ,priyal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Software Engineer,2025,Nagpur,8.0,4,0-2 Lakh,24,yes,2
shiwangi,shiwangi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Solapur,9.2,5,0-2 Lakh,7,no,2
pulkit,pulkit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2026,Sangola,7.3,5,0-2 Lakh,30,no,2
bornventure,bornventure@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Wardha,7.8,7,0-2 Lakh,24,yes,2
surbhi,surbhi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2025,Vasai,6.9,4,0-2 Lakh,19,no ,2
nishi,nishi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Shillong,8.4,4,0-2 Lakh,21,no ,2
yogeshree,yogeshree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Engineering ,2024,konark,9.2,5,0-2 Lakh,18,yes,2
sanjeevani sudha,sanjeevanisudha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2026,Sangrur,6.4,6,0-2 Lakh,6,no,2
panchsheela,panchsheela@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Ajmer,8.4,3,0-2 Lakh,7,no,2
peddisetty,peddisetty@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2025,Jaipur,7.2,3,0-2 Lakh,6,yes,2
riteshpratap,riteshpratap@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2024,Jhalwar,8.0,5,0-2 Lakh,7,no ,2
gitesh,gitesh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2026,Sikar,9.7,6,0-2 Lakh,30,no,2
abhinaya,abhinaya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Intern,2025,Agra,7.6,7,0-2 Lakh,7,no,2
gautami,gautami@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Aligarh,6.5,7,0-2 Lakh,9,no,2
krunal,krunal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2026,Ghazipur,9.1,5,0-2 Lakh,8,yes,2
dilkash,dilkash@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Intern,2025,Gonda,7.3,7,0-2 Lakh,13,no ,2
navneet,navneet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Students,2024,Gorakhpur,7.6,6,0-2 Lakh,15,no ,2
saima,saima@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Jhansi,9.9,6,0-2 Lakh,20,no,2
mahavir,mahavir@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Intern,2024,Lucknow,7.1,5,0-2 Lakh,14,yes,2
kaushik ,kaushik@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,BE CS,2026,Mathura,7.5,6,0-2 Lakh,16,no,2
ksheetija,ksheetija@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,IT Engineering,2023,Varanasi,7.4,5,0-2 Lakh,8,no,2
neha sab,nehasab@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2025,Alipore,7.4,6,0-2 Lakh,7,no,2
pawankumar,pawankumar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2025,Haora,6.7,5,0-2 Lakh,8,yes,2
rachana,rachana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Hugli,9.7,6,0-2 Lakh,14,no ,2
vishwajit,vishwajit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Intern,2026,Palashi,7.1,5,0-2 Lakh,21,yes,2
sushma,sushma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Siliguri,8.7,7,0-2 Lakh,9,no,2
dugam,dugam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Talmuk,8.5,7,0-2 Lakh,19,no,2
rais,rais@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2023,Titagrah,9.5,3,0-2 Lakh,23,no,2
sulagna,sulagna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2025,Sagar,6.7,3,0-2 Lakh,8,yes,2
akshada,akshada@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Satna,8.2,7,0-2 Lakh,9,yes,2
ramya,ramya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Computer Engineer,2024,Ujjain,6.5,3,0-2 Lakh,9,no ,2
princita ,princita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Data Science and Analyst,2025,Aurangabad,8.9,5,0-2 Lakh,11,yes,2
aaftab,aaftab@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Computer Engineer,2024,Bhsawal,7.3,7,0-2 Lakh,19,no,2
nupoor,nupoor@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Dhule,7.8,7,0-2 Lakh,23,no,2
advay,advay@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Jalgaon,7.9,7,0-2 Lakh,8,no,2
khilender,khilender@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Data Science and Analyst,2024,Thane,8.1,6,0-2 Lakh,7,no,2
reet,reet@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Cyber Security,2024,Nanded,9.6,5,0-2 Lakh,22,no ,2
nipun,nipun@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Amritsar,9.1,7,0-2 Lakh,17,yes,2
viraj,viraj@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Patiala,7.2,6,0-2 Lakh,20,yes,2
preethi ,preethi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Sangrur,9.5,7,0-2 Lakh,15,no,2
nithin,nithin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2025,Ajmer,6.8,7,0-2 Lakh,17,no,2
soheb,soheb@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2026,Amer,8.4,6,0-2 Lakh,19,no,2
alok,alok@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Students,2024,Bikaner,6.6,7,0-2 Lakh,11,no,2
kena,kena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,CSE,2023,Jaipur,6.7,7,0-2 Lakh,12,no,2
harshit,harshit@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,B.Tech,2024,Kota,8.9,6,0-2 Lakh,15,yes,2
mohd junaid ,mohdjunaid@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Sikar,8.5,6,0-2 Lakh,20,no ,2
rudresh,rudresh@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2026,Amreli,8.8,7,0-2 Lakh,9,yes,2
trushna ,trushna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2025,Godhra,7.5,6,0-2 Lakh,8,no,2
venkateshan,venkateshan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Data Science and Analyst,2023,Junagadh,6.4,3,2-5 Lakh,21,no,5
flavita,flavita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Morbi,7.7,6,2-5 Lakh,16,no,5
chanchal,chanchal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Okha,7.9,5,2-5 Lakh,7,no,5
lyrica,lyrica@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2026,Surat,7.4,3,2-5 Lakh,9,yes,5
sparsha,sparsha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Valsad,9.2,5,2-5 Lakh,13,yes,5
suraksha,suraksha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,BE IT,2025,Hisar,9.2,5,7 Lakh+,15,no,7
grishma,grishma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Django,2023,Kaithal,7.2,5,0-2 Lakh,8,no,2
kanishk,kanishk@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Computer Engineer,2023,Agartala,6.5,6,0-2 Lakh,25,no,2
jhanvi,jhanvi@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2024,Agra,7.5,6,2-5 Lakh,21,no,5
krupa,krupa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Ghazipur,6.5,3,0-2 Lakh,8,no,2
